SN1996ao,2450348.83,,,,,,,,,,,,,21.001,+0.246,-0.200,,,
SN1996ao,2450360.65,,,,,,,,,,,,,,,,20.781,+0.172,-0.148
SN1996ao,2450366.63,,,,,,,,,,,,,21.288,+0.224,-0.186,20.605,+0.234,-0.193
SN1996ao,2450395.73,,,,,,,,,,,,,21.398,+0.168,-0.146,21.284,+0.298,-0.233
SN1996ao,2450396.60,,,,,,,,,,,,,21.783,+0.458,-0.321,,,
SN1996ap,2450297.86,,,,,,,,,,,,,28.873,+0.426,-0.305,,,
SN1996ap,2450310.02,19.947,+0.019,-0.019,19.775,+0.015,-0.015,19.617,+0.019,-0.019,19.344,+0.052,-0.050,,,,,,
SN1996ap,2450306.68,,,,,,,,,,,,,20.617,+0.304,-0.237,19.917,+0.184,-0.158
SN1996ap,2450330.75,,,,,,,,,,,,,20.762,+0.599,-0.384,19.802,+0.204,-0.172
SN1996ap,2450547.83,,,,,,,,,,,,,23.215,+1.240,-0.564,,,
SN1996ap,2450348.02,,,,20.555,+0.079,-0.074,,,,19.971,+0.151,-0.132,,,,,,
SN1996ap,2450369.98,22.652,+0.212,-0.177,21.013,+0.100,-0.092,,,,20.444,+0.115,-0.104,,,,,,
SN1996bm,2450327.74,,,,,,,,,,,,,23.132,,-0.908,23.572,,-1.426
SN1996bm,2450348.78,,,,,,,,,,,,,,,,22.054,+0.974,-0.505
SN1996bm,2450360.67,,,,,,,,,,,,,21.017,+0.074,-0.069,20.593,+0.130,-0.116
SN1996bm,2450366.65,,,,,,,,,,,,,21.034,+0.177,-0.152,20.508,+0.215,-0.179
SN1996bm,2450369.12,21.010,+0.062,-0.058,20.913,+0.052,-0.049,,,,,,,,,,,,
SN1996bm,2450369.55,,,,,,,,,,,,,20.981,+0.174,-0.150,20.662,+0.262,-0.211
SN1996bm,2450370.14,20.966,+0.042,-0.040,20.985,+0.048,-0.046,,,,21.430,+0.285,-0.226,,,,,,
SN1996bm,2450384.56,,,,,,,,,,,,,21.180,+0.250,-0.203,21.205,+0.531,-0.355
SN1996bm,2450399.67,,,,,,,,,,,,,23.086,+1.580,-0.618,,,
SN1996bm,2450427.08,,,,,,,21.797,+0.092,-0.085,,,,,,,,,
SN1996bx,2450360.66,,,,,,,,,,,,,,,,23.215,,-0.832
SN1996bx,2450405.68,,,,,,,,,,,,,18.652,+0.028,-0.028,,,
SN1996bx,2450407.60,,,,,,,,,,,,,19.674,+0.078,-0.073,18.696,+0.034,-0.033
SN1996bx,2450417.56,,,,,,,,,,,,,19.887,+0.041,-0.040,19.190,+0.033,-0.032
SN1996bx,2450420.61,,,,,,,,,,,,,20.871,+0.107,-0.097,19.351,+0.051,-0.049
SN1996bx,2450426.11,20.936,+0.064,-0.060,21.239,+0.070,-0.066,19.444,+0.044,-0.043,21.036,+0.319,-0.246,,,,,,
SN1996bx,2450426.55,,,,,,,,,,,,,21.399,+0.200,-0.169,19.733,+0.074,-0.070
SN1996bx,2450432.54,,,,,,,,,,,,,,,,20.412,+0.156,-0.136
SN1996bx,2450438.58,,,,,,,,,,,,,21.860,+0.947,-0.498,,,
SN1996bx,2450461.04,21.079,+0.096,-0.088,21.234,+0.059,-0.056,21.043,+0.132,-0.118,21.190,+0.382,-0.282,19.225,+0.040,-0.038,,,
SN1997by,2450543.77,,,,,,,,,,,,,22.803,+1.778,-0.642,21.319,+0.974,-0.505
SN1997by,2450564.52,,,,,,,,,,,,,18.184,+0.023,-0.023,18.025,+0.030,-0.029
SN1997by,2450572.63,,,,17.507,+0.013,-0.013,17.331,+0.009,-0.009,17.595,+0.021,-0.021,,,,,,
SN1997by,2450574.80,17.577,+0.009,-0.009,17.495,+0.013,-0.013,17.340,+0.011,-0.011,17.685,+0.028,-0.027,,,,,,
SN1997by,2450576.57,,,,,,,,,,,,,17.506,+0.007,-0.007,17.392,+0.011,-0.011
SN1997by,2450588.56,19.276,+0.041,-0.039,18.263,+0.019,-0.018,17.916,+0.010,-0.010,17.869,+0.023,-0.023,,,,,,
SN1997by,2450597.69,,,,,,,,,,,,,19.186,+0.055,-0.053,18.433,+0.036,-0.035
SN1997by,2450603.58,,,,,,,,,,,,,19.556,+0.056,-0.053,18.825,+0.029,-0.028
SN1997by,2450609.97,20.810,+0.088,-0.081,19.645,+0.032,-0.031,19.159,+0.023,-0.023,18.958,+0.049,-0.047,,,,,,
SN1997by,2450635.63,21.251,+0.105,-0.096,20.190,+0.048,-0.046,20.218,+0.063,-0.059,19.849,+0.097,-0.089,,,,,,
SN1997by,2450636.52,,,,,,,,,,,,,20.232,+0.120,-0.108,20.165,+0.154,-0.135
SN1997by,2450648.51,,,,,,,,,,,,,20.391,+0.161,-0.141,20.687,+0.198,-0.168
SN1997by,2450652.56,21.380,+0.116,-0.105,20.547,+0.060,-0.057,,,,20.571,+0.232,-0.191,,,,,,
SN1997by,2450670.97,,,,20.922,+0.125,-0.112,,,,22.059,+2.878,-0.714,,,,,,
SN1997bz,2450549.68,,,,,,,,,,,,,21.927,+0.335,-0.256,21.148,+0.244,-0.199
SN1997bz,2450564.50,,,,,,,,,,,,,19.269,+0.042,-0.040,18.180,+0.076,-0.071
SN1997bz,2450567.68,,,,,,,,,,,,,19.302,+0.096,-0.089,18.121,+0.048,-0.046
SN1997bz,2450574.56,,,,19.532,+0.171,-0.147,18.578,+0.102,-0.094,18.239,+0.256,-0.207,,,,,,
SN1997bz,2450576.55,,,,,,,,,,,,,19.643,+0.073,-0.068,18.215,+0.041,-0.039
SN1997bz,2450609.87,,,,21.150,+0.087,-0.081,20.512,+0.062,-0.059,20.048,+0.148,-0.130,,,,,,
SN1997cl,2450543.78,,,,,,,,,,,,,18.323,+0.011,-0.011,17.925,+0.018,-0.018
SN1997cl,2450588.70,20.403,+0.232,-0.191,19.177,+0.063,-0.059,18.870,+0.034,-0.033,18.412,+0.049,-0.047,,,,,,
SN1997cl,2450610.00,21.603,+0.116,-0.105,20.380,+0.051,-0.049,19.961,+0.040,-0.038,19.423,+0.081,-0.075,,,,,,
SN1997cl,2450570.64,,,,,,,,,,,,,18.799,+0.024,-0.024,18.211,+0.036,-0.035
SN1997cl,2450574.64,,,,,,,,,,,,,18.911,+0.025,-0.025,18.315,+0.032,-0.031
SN1997cl,2450576.66,,,,,,,,,,,,,18.998,+0.017,-0.016,18.315,+0.023,-0.023
SN1997cl,2450597.70,,,,,,,,,,,,,19.974,+0.079,-0.074,19.055,+0.055,-0.052
SN1997cl,2450603.62,,,,,,,,,,,,,20.327,+0.120,-0.108,19.200,+0.048,-0.046
SN1997cl,2450636.53,,,,,,,,,,,,,22.557,+0.679,-0.414,20.397,+0.153,-0.134
SN1997cm,2450610.01,,,,21.257,+0.141,-0.125,20.594,+0.082,-0.076,20.438,+0.173,-0.149,,,,,,
SN1997cm,2450510.72,,,,,,,,,,,,,23.639,+0.810,-0.459,22.522,,-1.133
SN1997cm,2450538.74,,,,,,,,,,,,,20.244,+0.128,-0.115,19.840,+0.106,-0.097
SN1997cm,2450564.52,,,,,,,,,,,,,21.580,+0.300,-0.235,21.167,+0.281,-0.223
SN1997cm,2450567.69,,,,,,,,,,,,,21.619,+0.151,-0.133,20.400,+0.146,-0.129
SN1997cm,2450570.63,,,,,,,,,,,,,21.061,+1.145,-0.545,21.048,+0.367,-0.274
SN1997cm,2450574.63,,,,,,,,,,,,,21.006,+0.652,-0.404,20.660,+0.240,-0.197
SN1997cm,2450576.57,,,,,,,,,,,,,21.298,+0.438,-0.311,19.965,+0.133,-0.118
SN1997cm,2450579.77,,,,,,,,,,,,,21.391,+0.291,-0.229,21.398,+0.338,-0.258
SN1997cm,2450603.53,,,,,,,,,,,,,21.447,+0.202,-0.170,20.726,+0.240,-0.196
SN1997cm,2450636.51,,,,,,,,,,,,,21.833,+0.403,-0.293,21.072,+0.205,-0.173
SN1997cm,2450648.50,,,,,,,,,,,,,22.295,+0.500,-0.341,21.605,+0.744,-0.437
SN1997cm,2450864.59,,,,,,,,,,,,,22.348,,-1.220,,,
SN1997cp,2450579.83,,,,,,,,,,,,,22.015,+1.964,-0.660,22.596,,-1.060
SN1997cp,2450600.87,,,,,,,,,,,,,20.746,+0.149,-0.131,20.300,+0.118,-0.106
SN1997cp,2450601.77,,,,,,,,,,,,,20.956,+0.111,-0.101,20.368,+0.114,-0.103
SN1997cp,2450615.90,,,,,,,,,,,,,21.642,+0.734,-0.434,20.973,+0.478,-0.331
SN1997cr,2450561.79,,,,,,,,,,,,,21.269,,-1.459,,,
SN1997cr,2450600.83,,,,,,,,,,,,,20.515,+0.078,-0.072,21.486,+0.642,-0.401
SN1997cr,2450606.80,,,,,,,,,,,,,20.744,+0.084,-0.078,20.938,+0.271,-0.217
SN1997cr,2450610.18,20.550,+0.033,-0.032,20.637,+0.042,-0.041,20.827,+0.064,-0.060,,,,,,,,,
SN1997cr,2450633.88,,,,,,,,,,,,,21.198,+0.181,-0.155,,,
SN1997cr,2450642.87,,,,,,,,,,,,,20.895,+0.243,-0.198,,,
SN1997cr,2450643.93,20.724,+0.135,-0.120,20.625,+0.040,-0.039,,,,20.213,+0.089,-0.082,,,,,,
SN1997cr,2450652.68,20.736,+0.041,-0.040,21.066,+0.087,-0.081,,,,,,,,,
SN1997cr,2450657.78,,,,,,,,,,,,,21.331,+0.186,-0.159,21.970,+1.485,-0.605
SN1997cr,2450669.78,,,,,,,,,,,,,21.451,+0.184,-0.157,,,
SN1997cr,2450670.14,,,,20.930,+0.085,-0.078,20.891,+0.180,-0.154,,,,,,,,,
SN1997cr,2450671.15,,,,21.435,+0.095,-0.087,,,,,,,,,
SN1997cr,2450672.71,20.756,+0.059,-0.056,21.320,+0.078,-0.073,,,,,,,,,
SN1997cr,2450698.91,21.241,+0.109,-0.099,21.027,+0.060,-0.057,,,,,,,,,
SN1997cr,2450699.91,21.249,+0.069,-0.065,21.411,+0.112,-0.101,,,,,,,,,
SN1997cu,2450504.53,,,,,,,,,,,,,25.319,,-2.732,,,
SN1997cu,2450633.89,,,,,,,,,,,,,18.317,+0.020,-0.019,17.965,+0.047,-0.045
SN1997cu,2450645.88,,,,,,,,,,,,,18.554,+0.024,-0.023,18.805,+0.072,-0.067
SN1997cu,2450657.79,,,,,,,,,,,,,19.976,+0.081,-0.075,19.129,+0.073,-0.068
SN1997cu,2450669.80,,,,,,,,,,,,,20.974,+0.148,-0.130,20.228,+0.086,-0.080
SN1997cu,2450681.75,,,,,,,,,,,,,20.834,+0.334,-0.255,22.703,+1.925,-0.656
SN1997cv,2450564.55,,,,,,,,,,,,,23.014,+0.790,-0.452,21.507,+0.738,-0.435
SN1997cv,2450609.55,,,,,,,,,,,,,18.051,+0.020,-0.020,,,
SN1997cv,2450636.50,,,,,,,,,,,,,19.305,+0.044,-0.042,18.722,+0.024,-0.024
SN1997cv,2450639.48,,,,,,,,,,,,,19.259,+0.040,-0.039,18.903,+0.033,-0.032
SN1997cv,2450648.48,,,,,,,,,,,,,19.826,+0.093,-0.085,,,
SN1997cv,2450650.44,,,,,,,,,,,,,19.622,+0.061,-0.057,,,
SN1997cv,2450652.48,20.475,+0.070,-0.066,19.483,+0.029,-0.028,19.386,+0.045,-0.044,19.616,+0.080,-0.075,,,,,,
SN1997cv,2450670.93,20.790,+0.075,-0.070,20.150,+0.035,-0.034,20.048,+0.043,-0.042,20.328,+0.161,-0.140,,,,,,
SN1997cy,2450645.90,,,,,,,,,,,,,17.370,+0.011,-0.011,16.783,+0.008,-0.008
SN1997cy,2450660.87,,,,,,,,,,,,,17.507,+0.005,-0.005,16.960,+0.009,-0.009
SN1997cy,2450669.80,,,,,,,,,,,,,17.573,+0.009,-0.008,17.023,+0.007,-0.007
SN1997cy,2450671.31,18.123,+0.007,-0.007,17.516,+0.004,-0.004,,,,17.067,+0.008,-0.008,,,,,,
SN1997cy,2450681.75,,,,,,,,,,,,,17.646,+0.018,-0.018,17.123,+0.009,-0.009
SN1997cy,2450699.30,18.361,+0.016,-0.016,17.727,+0.006,-0.006,17.461,+0.009,-0.009,,,,,,,,,
SN1997cy,2450699.81,,,,,,,,,,,,,17.829,+0.010,-0.009,17.275,+0.011,-0.011
SN1997cy,2450708.86,,,,,,,,,,,,,17.857,+0.019,-0.018,17.367,+0.014,-0.013
SN1997cy,2450719.75,,,,,,,,,,,,,17.966,+0.009,-0.009,17.444,+0.012,-0.011
SN1997cy,2450726.64,,,,,,,,,,,,,18.041,+0.013,-0.013,17.493,+0.011,-0.011
SN1997cy,2450738.65,,,,,,,,,,,,,18.131,+0.027,-0.027,17.564,+0.022,-0.022
SN1997cy,2450759.68,,,,,,,,,,,,,18.232,+0.017,-0.016,17.717,+0.012,-0.012
SN1997cy,2450774.65,,,,,,,,,,,,,18.369,+0.017,-0.017,17.804,+0.015,-0.014
SN1997cy,2450789.84,,,,18.297,+0.007,-0.007,,,,17.972,+0.012,-0.012,,,,,,
SN1997cy,2450790.65,,,,18.314,+0.009,-0.009,18.094,+0.013,-0.013,17.989,+0.016,-0.016,,,,,,
SN1997cy,2450806.17,18.993,+0.017,-0.017,18.387,+0.011,-0.010,18.166,+0.012,-0.012,18.111,+0.019,-0.019,,,,,,
SN1997cy,2450813.65,,,,,,,,,,,,,18.561,+0.017,-0.017,18.171,+0.017,-0.017
SN1997cy,2450825.55,,,,,,,,,,,,,18.609,+0.045,-0.044,18.078,+0.033,-0.032
SN1997cy,2450834.63,,,,,,,,,,,,,18.675,+0.016,-0.016,18.130,+0.016,-0.016
SN1997cy,2450862.56,,,,,,,,,,,,,18.801,+0.018,-0.017,18.257,+0.016,-0.016
SN1997cy,2450864.06,19.226,+0.019,-0.019,18.683,+0.011,-0.011,18.463,+0.011,-0.011,18.459,+0.019,-0.019,,,,,,
SN1997cy,2450870.56,,,,,,,,,,,,,18.877,+0.026,-0.025,18.338,+0.025,-0.025
SN1997cy,2450888.51,,,,,,,,,,,,,18.931,+0.050,-0.048,18.395,+0.018,-0.018
SN1997cy,2451026.88,,,,,,,,,,,,,20.157,+0.053,-0.051,19.670,+0.067,-0.063
SN1997cy,2451047.84,,,,,,,,,,,,,20.383,+0.084,-0.078,19.867,+0.091,-0.084
SN1997cy,2451053.83,,,,,,,,,,,,,20.486,+0.109,-0.099,19.949,+0.092,-0.085
SN1997cy,2451056.82,,,,,,,,,,,,,20.462,+0.103,-0.094,19.986,+0.086,-0.080
SN1997cy,2451062.83,,,,,,,,,,,,,20.550,+0.211,-0.177,20.643,+0.870,-0.477
SN1997cy,2451072.70,,,,,,,,,,,,,20.498,+0.185,-0.158,20.111,+0.154,-0.135
SN1997cy,2451086.80,,,,,,,,,,,,,20.848,+0.358,-0.269,20.480,+0.309,-0.240
SN1997cy,2451101.72,,,,,,,,,,,,,21.302,+0.224,-0.186,20.708,+0.269,-0.215
SN1997cy,2451107.65,,,,,,,,,,,,,21.414,+0.240,-0.197,20.806,+0.213,-0.178
SN1997cy,2451113.73,,,,,,,,,,,,,,,,20.880,+0.538,-0.358
SN1997cz,2450609.55,,,,,,,,,,,,,19.925,+0.115,-0.104,19.709,+0.095,-0.087
SN1997cz,2450636.50,,,,,,,,,,,,,20.267,+0.074,-0.069,19.556,+0.065,-0.061
SN1997cz,2450639.48,,,,,,,,,,,,,20.049,+0.071,-0.067,19.311,+0.073,-0.068
SN1997cz,2450648.48,,,,,,,,,,,,,20.418,+0.158,-0.138,19.633,+0.074,-0.069
SN1997cz,2450650.44,,,,,,,,,,,,,20.482,+0.082,-0.076,19.554,+0.066,-0.063
SN1997cz,2450669.97,21.383,+0.247,-0.201,20.186,+0.071,-0.066,,,,19.421,+0.098,-0.090,,,,,,
SN1997cz,2450699.88,,,,20.750,+0.141,-0.125,,,,19.764,+0.138,-0.123,,,,,,
SN1997df,2450675.84,,,,,,,,,,,,,,,,20.845,+0.252,-0.204
SN1997df,2450687.85,,,,,,,,,,,,,20.313,+0.126,-0.113,20.053,+0.172,-0.148
SN1997df,2450699.78,,,,,,,,,,,,,20.040,+0.071,-0.067,19.391,+0.129,-0.115
SN1997df,2450701.86,,,,,,,,,,,,,19.836,+0.072,-0.068,19.409,+0.053,-0.050
SN1997df,2450708.84,,,,,,,,,,,,,20.536,+0.257,-0.208,19.826,+0.133,-0.119
SN1997df,2450720.71,,,,,,,,,,,,,19.708,+0.048,-0.046,19.816,+0.081,-0.076
SN1997df,2450735.76,,,,,,,,,,,,,20.314,+0.211,-0.176,19.457,+0.148,-0.130
SN1997df,2450759.24,20.783,+0.054,-0.051,20.420,+0.045,-0.043,20.034,+0.040,-0.039,19.437,+0.049,-0.047,,,,,,
SN1997df,2450759.67,,,,,,,,,,,,,20.550,+0.131,-0.117,19.678,+0.072,-0.068
SN1997df,2450774.61,,,,,,,,,,,,,21.325,+0.423,-0.304,20.270,+0.230,-0.190
SN1997df,2450783.56,,,,,,,,,,,,,,,,20.442,+0.290,-0.229
SN1997df,2450801.62,,,,,,,,,,,,,,,,22.608,+1.171,-0.550
SN1997dr,2450738.62,,,,,,,,,,,,,,,,21.916,,-0.825
SN1997dr,2450759.70,,,,,,,,,,,,,19.292,+0.035,-0.034,19.028,+0.028,-0.027
SN1997dr,2450767.68,,,,,,,,,,,,,18.948,+0.031,-0.030,18.596,+0.031,-0.030
SN1997dr,2450769.66,19.411,+0.020,-0.020,18.926,+0.059,-0.056,18.747,+0.033,-0.032,19.056,+0.058,-0.055,,,,,,
SN1997dr,2450774.64,,,,,,,,,,,,,19.779,+0.095,-0.087,19.603,+0.091,-0.084
SN1997dr,2450783.58,,,,,,,,,,,,,20.443,+0.293,-0.231,19.641,+0.103,-0.094
SN1997dr,2450801.61,,,,,,,,,,,,,,,,20.501,+0.128,-0.114
SN1997dr,2450813.63,,,,,,,,,,,,,,,,20.572,+0.137,-0.121
SN1997dr,2450825.55,,,,,,,,,,,,,22.596,+1.860,-0.650,,,
SN1997fb,2450810.62,,,,,,,,,,,,,19.432,+0.171,-0.148,18.923,+0.371,-0.276
SN1997fb,2450813.65,,,,,,,,,,,,,18.910,+0.032,-0.031,18.403,+0.022,-0.021
SN1997fb,2450825.55,,,,,,,,,,,,,18.473,+0.030,-0.030,18.195,+0.045,-0.043
SN1997fb,2450834.64,,,,,,,,,,,,,18.970,+0.021,-0.020,18.543,+0.022,-0.021
SN1997fb,2450845.04,20.880,+0.044,-0.042,19.580,+0.018,-0.018,19.065,+0.022,-0.021,18.938,+0.037,-0.036,,,,,,
SN1997fb,2450862.59,,,,,,,,,,,,,20.493,+0.095,-0.088,19.697,+0.087,-0.080
SN1997fb,2450864.04,21.541,+0.035,-0.034,20.430,+0.038,-0.036,19.929,+0.041,-0.040,19.541,+0.066,-0.062,,,,,,
SN1997fb,2450870.58,,,,,,,,,,,,,21.066,+0.134,-0.119,20.161,+0.117,-0.106
SN1997fc,2450810.62,,,,,,,,,,,,,,,,20.707,,-0.940
SN1997fc,2450813.65,,,,,,,,,,,,,20.343,+0.104,-0.095,20.568,+0.187,-0.159
SN1997fc,2450825.55,,,,,,,,,,,,,17.847,+0.022,-0.022,17.791,+0.021,-0.020
SN1997fc,2450834.64,,,,,,,,,,,,,,,,17.601,+0.009,-0.009
SN1997fc,2450845.06,18.312,+0.006,-0.006,17.980,+0.008,-0.008,17.999,+0.011,-0.010,18.333,+0.025,-0.025,,,,,,
SN1997fc,2450862.59,,,,,,,,,,,,,19.182,+0.032,-0.031,18.372,+0.022,-0.021
SN1997fc,2450864.02,20.100,+0.019,-0.019,19.009,+0.022,-0.022,18.368,+0.010,-0.010,18.253,+0.015,-0.015,,,,,,
SN1997fc,2450870.58,,,,,,,,,,,,,19.629,+0.046,-0.044,18.682,+0.031,-0.030
SN1997fc,2450888.52,,,,,,,,,,,,,20.344,+0.115,-0.104,19.497,+0.068,-0.064
SN1997fc,2450904.95,,,,,,,20.187,+0.074,-0.069,19.983,+0.083,-0.077,,,,,,
SN1997fc,2450905.93,21.330,+0.099,-0.091,20.160,+0.035,-0.034,19.904,+0.030,-0.029,20.064,+0.035,-0.034,,,,,,
SN1997fc,2450916.55,,,,,,,,,,,,,21.898,+1.402,-0.592,,,
SN1997fd,2450774.64,,,,,,,,,,,,,,,,21.022,+0.674,-0.413
SN1997fd,2450810.58,,,,,,,,,,,,,20.853,+0.102,-0.093,20.988,+0.275,-0.219
SN1997fd,2450825.56,,,,,,,,,,,,,20.552,+0.286,-0.226,20.120,+0.226,-0.187
SN1997fd,2450834.63,,,,,,,,,,,,,21.039,+0.135,-0.120,20.986,+0.183,-0.157
SN1997fd,2450862.56,,,,,,,,,,,,,24.245,+0.855,-0.472,21.786,+0.440,-0.312
SN1997fe,2450759.68,,,,,,,,,,,,,24.652,,-1.360,,,
SN1997fe,2450774.65,,,,,,,,,,,,,20.131,+0.156,-0.136,,,
SN1997fe,2450813.65,,,,,,,,,,,,,20.239,+0.090,-0.083,19.360,+0.053,-0.051
SN1997fe,2450825.55,,,,,,,,,,,,,,,,20.232,+0.199,-0.168
SN1997fe,2450834.63,,,,,,,,,,,,,20.973,+0.121,-0.109,20.336,+0.109,-0.099
SN1997fe,2450862.56,,,,,,,,,,,,,21.464,+0.188,-0.160,21.412,+0.711,-0.426
SN1997fe,2450870.56,,,,,,,,,,,,,21.992,+1.107,-0.537,21.940,+1.688,-0.631
SN1998bq,2450906.83,,,,,,,,,,,,,22.078,+1.271,-0.570,23.796,,-1.452
SN1998bq,2450921.76,,,,,,,,,,,,,20.751,+0.143,-0.126,20.202,+0.132,-0.118
SN1998bq,2450931.65,,,,,,,,,,,,,20.944,+0.226,-0.187,20.175,+0.148,-0.130
SN1998bq,2450933.69,,,,,,,,,,,,,20.650,+0.098,-0.090,20.718,+0.285,-0.226
SN1998bq,2450951.62,,,,,,,,,,,,,22.585,,-0.802,20.968,+0.377,-0.279
SN1998br,2450921.76,,,,,,,,,,,,,21.378,+0.271,-0.217,21.404,+0.434,-0.309
SN1998br,2450931.65,,,,,,,,,,,,,19.120,+0.039,-0.038,18.826,+0.054,-0.051
SN1998br,2450933.69,,,,,,,,,,,,,18.980,+0.026,-0.026,18.740,+0.025,-0.025
SN1998br,2450951.62,,,,,,,,,,,,,19.598,+0.145,-0.128,19.247,+0.075,-0.070
SN1998br,2450974.56,,,,,,,,,,,,,20.506,+0.337,-0.257,19.597,+0.499,-0.341
SN1998bs,2450909.79,,,,,,,,,,,,,,,,22.020,+1.649,-0.627
SN1998bs,2450921.75,,,,,,,,,,,,,20.597,+0.116,-0.105,20.252,+0.119,-0.107
SN1998bs,2450933.68,,,,,,,,,,,,,20.385,+0.059,-0.056,20.255,+0.119,-0.107
SN1998bs,2450951.58,,,,,,,,,,,,,22.402,+0.893,-0.483,21.443,+0.687,-0.417
SN1998bt,2450867.82,,,,,,,,,,,,,21.308,+0.201,-0.169,21.137,+0.244,-0.199
SN1998bt,2450882.81,,,,,,,,,,,,,20.280,+0.084,-0.078,19.954,+0.091,-0.084
