4.673719e+02, 1.709167e+01, 5.028254e-02
4.743433e+02, 1.722167e+01, 5.083197e-02
4.812662e+02, 1.739167e+01, 5.737789e-02
5.032943e+02, 1.780167e+01, 8.078091e-02
5.083098e+02, 1.777167e+01, 9.064890e-02
5.192853e+02, 1.828167e+01, 4.813753e-02
5.273261e+02, 1.887167e+01, 7.632533e-02
5.323026e+02, 1.958167e+01, 1.976332e-01
5.362087e+02, 1.982167e+01, 2.944920e-01
5.422948e+02, 1.992167e+01, 5.840595e-01
5.463065e+02, 2.009167e+01, 4.869554e-01
5.502482e+02, 2.021167e+01, 4.028137e-01
5.583167e+02, 1.963167e+01, 3.135159e-01
5.622492e+02, 2.025167e+01, 5.263243e-01
5.711880e+02, 2.027167e+01, 1.794454e-01
5.812411e+02, 2.007167e+01, 7.296007e-01
