5.013348e+02, 1.803500e+01, 1.128270e-01
5.042581e+02, 1.794500e+01, 6.787844e-02
5.062308e+02, 1.792500e+01, 5.469147e-02
5.082934e+02, 1.796500e+01, 1.179213e-01
5.182046e+02, 1.851500e+01, 1.340855e-01
5.213129e+02, 1.877500e+01, 1.574650e-01
5.253296e+02, 1.897500e+01, 3.107846e-01
5.272915e+02, 1.909500e+01, 1.711764e-01
5.322762e+02, 1.923500e+01, 2.264530e-01
5.352400e+02, 1.932500e+01, 3.223247e-01
5.422464e+02, 1.954500e+01, 3.862369e-01
5.442459e+02, 1.954500e+01, 3.617127e-01
5.452929e+02, 1.964500e+01, 4.333346e-01
5.482628e+02, 1.982500e+01, 1.295334e-01
5.572869e+02, 1.982500e+01, 7.055808e-01
5.602340e+02, 1.989500e+01, 2.061784e-01
5.631826e+02, 2.006500e+01, 2.042591e-01
5.701740e+02, 2.024500e+01, 6.163445e-01
