2.373152e+02, 1.941986e+01, 1.541177e-01
2.382910e+02, 1.938986e+01, 1.966018e-01
2.392909e+02, 1.962986e+01, 7.208824e-02
2.423100e+02, 1.970986e+01, 1.635187e-01
2.483147e+02, 2.006986e+01, 3.082830e-01
2.702644e+02, 2.081986e+01, 5.571027e-01
2.822039e+02, 2.088986e+01, 3.794220e-01
2.832587e+02, 2.100986e+01, 9.006631e-01
2.204028e+02, 1.894986e+01, 1.317280e-01
2.203490e+02, 1.886986e+01, 1.662480e-01
2.233324e+02, 1.861986e+01, 1.608900e-01
2.273230e+02, 1.864986e+01, 8.954852e-02
2.333054e+02, 1.885986e+01, 6.348266e-02
2.344684e+02, 1.910986e+01, 1.168786e-01
2.354789e+02, 1.911986e+01, 1.099345e-01
