6.131559e+02, 1.558200e+01, 2.249305e-02
6.141856e+02, 1.548200e+01, 2.439262e-02
6.152025e+02, 1.546200e+01, 2.221345e-02
6.162156e+02, 1.539200e+01, 2.249305e-02
6.181354e+02, 1.529200e+01, 2.636285e-02
6.191498e+02, 1.526200e+01, 2.193029e-02
6.211716e+02, 1.520200e+01, 2.221345e-02
6.221864e+02, 1.519200e+01, 2.477398e-02
6.291977e+02, 1.502200e+01, 2.280351e-02
6.321163e+02, 1.503200e+01, 2.304208e-02
6.421196e+02, 1.509200e+01, 2.193029e-02
6.491362e+02, 1.512200e+01, 2.280351e-02
6.530967e+02, 1.515200e+01, 2.221345e-02
