2.372948e+02, 1.669902e+01, 3.786512e-02
2.382888e+02, 1.668903e+01, 3.240515e-02
2.392887e+02, 1.671902e+01, 4.399782e-02
2.423078e+02, 1.678902e+01, 5.120081e-02
2.435024e+02, 1.684903e+01, 4.730591e-02
2.472916e+02, 1.696902e+01, 5.273240e-02
2.483125e+02, 1.700903e+01, 4.933323e-02
2.592396e+02, 1.738903e+01, 5.750858e-02
2.702579e+02, 1.768903e+01, 1.373254e-01
2.821974e+02, 1.780902e+01, 5.155829e-02
2.832522e+02, 1.776902e+01, 8.588728e-02
2.883504e+02, 1.790902e+01, 2.962643e-01
3.124027e+02, 1.841903e+01, 5.161959e-01
2.204102e+02, 1.729903e+01, 5.007232e-02
2.233305e+02, 1.684903e+01, 3.693751e-02
