5.351773e+02, 1.934000e+01, 2.993604e-01
5.362168e+02, 1.948000e+01, 2.800099e-01
5.442570e+02, 1.954000e+01, 4.821998e-01
5.462794e+02, 1.961000e+01, 1.817431e-01
5.482218e+02, 1.938000e+01, 2.765964e-01
5.501768e+02, 19, 2.327314e-01
5.544111e+02, 1.887000e+01, 2.442619e-01
5.572979e+02, 19, 2.271930e-01
5.592165e+02, 1.901000e+01, 1.922600e-01
5.602575e+02, 1.907000e+01, 1.806624e-01
5.621740e+02, 1.916000e+01, 2.220298e-01
5.632982e+02, 19, 1.896927e-01
5.701857e+02, 1.899000e+01, 2.452380e-01
5.812817e+02, 1.899000e+01, 2.119879e-01
5.872334e+02, 1.897000e+01, 2.510589e-01
5.902903e+02, 1.877000e+01, 1.918260e-01
6.002092e+02, 1.884000e+01, 1.292500e-01
6.021718e+02, 1.899000e+01, 4.931616e-01
6.119263e+02, 1.876000e+01, 1.385841e-01
6.132307e+02, 1.893000e+01, 2.147026e-01
6.151619e+02, 1.872000e+01, 1.523337e-01
6.162005e+02, 1.884000e+01, 2.516280e-01
6.191604e+02, 1.890000e+01, 1.973083e-01
6.281970e+02, 1.892000e+01, 4.764277e-01
6.321304e+02, 1.926000e+01, 3.560665e-01
6.431052e+02, 1.924000e+01, 6.550106e-01
6.531073e+02, 1.974000e+01, 4.303842e-01
