5.351750e+02, 1.874167e+01, 1.074507e-01
5.362150e+02, 1.866167e+01, 1.517609e-01
5.442554e+02, 1.815167e+01, 7.073040e-02
5.462773e+02, 1.799167e+01, 7.924860e-02
5.482202e+02, 1.798167e+01, 4.922598e-02
5.501744e+02, 1.782167e+01, 2.639444e-02
5.523162e+02, 1.763167e+01, 4.988490e-02
5.544094e+02, 1.745167e+01, 3.673864e-02
5.602554e+02, 1.742167e+01, 4.745281e-02
5.621723e+02, 1.747167e+01, 2.833353e-02
5.701839e+02, 1.726167e+01, 3.311596e-02
5.732914e+02, 1.722167e+01, 5.149533e-02
5.812798e+02, 1.716167e+01, 4.303218e-02
5.872312e+02, 1.701167e+01, 3.617888e-02
6.002070e+02, 1.692167e+01, 3.538034e-02
6.021701e+02, 1.680167e+01, 3.348367e-02
6.119241e+02, 1.679167e+01, 2.840547e-02
6.142448e+02, 1.678167e+01, 2.318368e-02
6.161940e+02, 1.680167e+01, 3.311596e-02
6.232257e+02, 1.682167e+01, 4.697734e-02
6.321288e+02, 1.710167e+01, 3.348367e-02
6.431036e+02, 1.753167e+01, 8.419325e-02
6.491455e+02, 1.784167e+01, 7.353143e-02
6.531057e+02, 1.793167e+01, 7.815953e-02
