5.033008e+02, 1.872857e+01, 6.170928e-02
5.083185e+02, 1.901857e+01, 7.555154e-02
5.144846e+02, 1.938857e+01, 2.477686e-01
5.183209e+02, 1.975857e+01, 9.144793e-02
5.194818e+02, 1.971857e+01, 1.116366e-01
5.212873e+02, 1.988857e+01, 7.038034e-01
5.254830e+02, 1.977857e+01, 1.581146e-01
5.294844e+02, 1.976857e+01, 3.838399e-01
5.313162e+02, 2.031857e+01, 2.774666e-01
5.423314e+02, 2.016857e+01, 2.814503e-01
5.493876e+02, 2.051857e+01, 2.684683e-01
5.573475e+02, 2.119857e+01, 4.810229e-01
5.713017e+02, 2.122857e+01, 1.142090e+00
5.993662e+02, 2.121857e+01, 1.227560e+00
