5.013384e+02, 1.816500e+01, 1.332559e-01
5.042624e+02, 1.818500e+01, 8.433413e-02
5.062376e+02, 1.823500e+01, 9.272518e-02
5.082967e+02, 1.817500e+01, 7.715608e-02
5.182081e+02, 1.897500e+01, 1.565899e-01
5.253467e+02, 1.932500e+01, 4.906327e-01
5.272995e+02, 1.928500e+01, 3.030491e-01
5.302621e+02, 1.942500e+01, 5.000347e-01
5.322796e+02, 1.947500e+01, 1.982011e-01
5.352446e+02, 1.962500e+01, 2.857750e-01
5.372490e+02, 1.959500e+01, 4.149674e-01
5.422497e+02, 1.955500e+01, 4.090382e-01
5.442492e+02, 1.991500e+01, 4.335026e-01
5.452965e+02, 1.968500e+01, 3.369400e-01
5.482662e+02, 1.987500e+01, 3.866681e-01
5.513070e+02, 2.003500e+01, 6.446784e-01
5.602383e+02, 2.019500e+01, 2.620910e-01
5.701775e+02, 2.026500e+01, 1.176804e+00
5.731915e+02, 2.023500e+01, 4.961340e-01
