4.673744e+02, 1.669000e+01, 5.159673e-02
4.743453e+02, 1.659000e+01, 5.704287e-02
4.812686e+02, 1.674000e+01, 5.475704e-02
5.032960e+02, 1.695000e+01, 4.420282e-02
5.083116e+02, 1.696000e+01, 1.239556e-01
5.192870e+02, 1.735000e+01, 5.289928e-02
5.273283e+02, 1.747000e+01, 1.227735e-01
5.323044e+02, 1.834000e+01, 8.343993e-02
5.422966e+02, 1.834000e+01, 2.773456e-01
5.463087e+02, 1.861000e+01, 1.003106e-01
5.502506e+02, 1.871000e+01, 1.947819e-01
5.622510e+02, 1.874000e+01, 1.270979e-01
5.711903e+02, 1.885000e+01, 2.764578e-01
5.812466e+02, 1.881000e+01, 1.919737e-01
