2450360.66                                                                                                           23.215       i-0.832
2450405.68                                                                                      18.652 +0.028 -0.028
2450407.60                                                                                      19.674 +0.078 -0.073 18.696 +0.034 -0.033
2450417.56                                                                                      19.887 +0.041 -0.040 19.190 +0.033 -0.032
2450420.61                                                                                      20.871 +0.107 -0.097 19.351 +0.051 -0.049
2450426.11  20.936 +0.064 -0.060 21.239 +0.070 -0.066 19.444 +0.044 -0.043 21.036 +0.319 -0.246 
2450426.55                                                                                      21.399 +0.200 -0.169 19.733 +0.074 -0.070
2450432.54                                                                                                           20.412 +0.156 -0.136
2450438.58                                                                                      21.860 +0.947 -0.498
2450461.04  21.079 +0.096 -0.088 21.234 +0.059 -0.056 21.043 +0.132 -0.118 21.190 +0.382 -0.282 19.225 +0.040 -0.038 
