2451053.82                                                                                      18.834 +0.023 -0.023 18.051 +0.048 -0.046
2451056.82                                                                                      19.003 +0.025 -0.025 18.140 +0.034 -0.033
2451074.74                                                                                      19.464 +0.084 -0.078 18.593 +0.086 -0.080
2451083.68                                                                                      19.448 +0.169 -0.146 18.932 +0.146 -0.129
2451097.61                                                                                      19.813 +0.067 -0.063 19.414 +0.074 -0.069
2451097.61                                                                                      19.725 +0.067 -0.063 19.345 +0.076 -0.071
2451107.61                                                                                      20.092 +0.075 -0.070 19.552 +0.102 -0.093
2451113.67                                                                                      20.079 +0.105 -0.096 19.993 +0.144 -0.127
2451152.58                                                                                      20.626 +0.337 -0.257 20.428 +0.633 -0.397
