2450645.90                                                                                      17.370 +0.011 -0.011 16.783 +0.008 -0.008
2450660.87                                                                                      17.507 +0.005 -0.005 16.960 +0.009 -0.009
2450669.80                                                                                      17.573 +0.009 -0.008 17.023 +0.007 -0.007
2450671.31  18.123 +0.007 -0.007 17.516 +0.004 -0.004                      17.067 +0.008 -0.008
2450681.75                                                                                      17.646 +0.018 -0.018 17.123 +0.009 -0.009
2450699.30  18.361 +0.016 -0.016 17.727 +0.006 -0.006 17.461 +0.009 -0.009
2450699.81                                                                                      17.829 +0.010 -0.009 17.275 +0.011 -0.011
2450708.86                                                                                      17.857 +0.019 -0.018 17.367 +0.014 -0.013
2450719.75                                                                                      17.966 +0.009 -0.009 17.444 +0.012 -0.011
2450726.64                                                                                      18.041 +0.013 -0.013 17.493 +0.011 -0.011
2450738.65                                                                                      18.131 +0.027 -0.027 17.564 +0.022 -0.022
2450759.68                                                                                      18.232 +0.017 -0.016 17.717 +0.012 -0.012
2450774.65                                                                                      18.369 +0.017 -0.017 17.804 +0.015 -0.014
2450789.84                       18.297 +0.007 -0.007                      17.972 +0.012 -0.012 
2450790.65                       18.314 +0.009 -0.009 18.094 +0.013 -0.013 17.989 +0.016 -0.016
2450806.17  18.993 +0.017 -0.017 18.387 +0.011 -0.010 18.166 +0.012 -0.012 18.111 +0.019 -0.019
2450813.65                                                                                      18.561 +0.017 -0.017 18.171 +0.017 -0.017
2450825.55                                                                                      18.609 +0.045 -0.044 18.078 +0.033 -0.032
2450834.63                                                                                      18.675 +0.016 -0.016 18.130 +0.016 -0.016
2450862.56                                                                                      18.801 +0.018 -0.017 18.257 +0.016 -0.016
2450864.06  19.226 +0.019 -0.019 18.683 +0.011 -0.011 18.463 +0.011 -0.011 18.459 +0.019 -0.019
2450870.56                                                                                      18.877 +0.026 -0.025 18.338 +0.025 -0.025
2450888.51                                                                                      18.931 +0.050 -0.048 18.395 +0.018 -0.018
2451026.88                                                                                      20.157 +0.053 -0.051 19.670 +0.067 -0.063
2451047.84                                                                                      20.383 +0.084 -0.078 19.867 +0.091 -0.084
2451053.83                                                                                      20.486 +0.109 -0.099 19.949 +0.092 -0.085
2451056.82                                                                                      20.462 +0.103 -0.094 19.986 +0.086 -0.080
2451062.83                                                                                      20.550 +0.211 -0.177 20.643 +0.870 -0.477
2451072.70                                                                                      20.498 +0.185 -0.158 20.111 +0.154 -0.135
2451086.80                                                                                      20.848 +0.358 -0.269 20.480 +0.309 -0.240
2451101.72                                                                                      21.302 +0.224 -0.186 20.708 +0.269 -0.215
2451107.65                                                                                      21.414 +0.240 -0.197 20.806 +0.213 -0.178
2451113.73                                                                                                           20.880 +0.538 -0.358
