2450310.25  20.471 +0.021 -0.021 19.293 +0.012 -0.012                      18.484 +0.017 -0.017 
2450297.88                                                                                      18.708 +0.032 -0.031 18.540 +0.030 -0.030
2450369.23  22.694 +0.272 -0.217 21.471 +0.181 -0.155                                           
2450312.85                                                                                      19.797 +0.057 -0.055 18.824 +0.040 -0.038
2450370.24                                                                 21.298 +0.422 -0.303 
2450327.79                                                                                      20.538 +0.172 -0.148 19.902 +0.246 -0.200
2450348.83                                                                                      21.001 +0.246 -0.200
2450360.65                                                                                                           20.781 +0.172 -0.148
2450366.63                                                                                      21.288 +0.224 -0.186 20.605 +0.234 -0.193
2450395.73                                                                                      21.398 +0.168 -0.146 21.284 +0.298 -0.233
2450396.60                                                                                      21.783 +0.458 -0.321
