2450610.01                       21.257 +0.141 -0.125 20.594 +0.082 -0.076 20.438 +0.173 -0.149
2450510.72                                                                                      23.639 +0.810 -0.459 22.522       i-1.133
2450538.74                                                                                      20.244 +0.128 -0.115 19.840 +0.106 -0.097
2450564.52                                                                                      21.580 +0.300 -0.235 21.167 +0.281 -0.223
2450567.69                                                                                      21.619 +0.151 -0.133 20.400 +0.146 -0.129
2450570.63                                                                                      21.061 +1.145 -0.545 21.048 +0.367 -0.274
2450574.63                                                                                      21.006 +0.652 -0.404 20.660 +0.240 -0.197
2450576.57                                                                                      21.298 +0.438 -0.311 19.965 +0.133 -0.118
2450579.77                                                                                      21.391 +0.291 -0.229 21.398 +0.338 -0.258
2450603.53                                                                                      21.447 +0.202 -0.170 20.726 +0.240 -0.196
2450636.51                                                                                      21.833 +0.403 -0.293 21.072 +0.205 -0.173
2450648.50                                                                                      22.295 +0.500 -0.341 21.605 +0.744 -0.437
2450864.59                                                                                      22.348       i-1.220
