2450504.53                                                                                      25.319       i-2.732
2450633.89                                                                                      18.317 +0.020 -0.019 17.965 +0.047 -0.045
2450645.88                                                                                      18.554 +0.024 -0.023 18.805 +0.072 -0.067
2450657.79                                                                                      19.976 +0.081 -0.075 19.129 +0.073 -0.068
2450669.80                                                                                      20.974 +0.148 -0.130 20.228 +0.086 -0.080
2450681.75                                                                                      20.834 +0.334 -0.255 22.703 +1.925 -0.656
