2451098.62                                                                                      19.957       i-0.927 20.889       i-1.466
2451107.63                                                                                      19.497 +0.038 -0.037 19.222 +0.076 -0.071
2451109.71                                                                                      19.478 +0.052 -0.049 19.225 +0.010 -0.010
2451113.72                                                                                      19.761 +0.067 -0.063 19.316 +0.084 -0.078
