2450759.68                                                                                      24.652       i-1.360
2450774.65                                                                                      20.131 +0.156 -0.136
2450813.65                                                                                      20.239 +0.090 -0.083 19.360 +0.053 -0.051
2450825.55                                                                                                           20.232 +0.199 -0.168
2450834.63                                                                                      20.973 +0.121 -0.109 20.336 +0.109 -0.099
2450862.56                                                                                      21.464 +0.188 -0.160 21.412 +0.711 -0.426
2450870.56                                                                                      21.992 +1.107 -0.537 21.940 +1.688 -0.631
