2450543.78                                                                                      18.323 +0.011 -0.011 17.925 +0.018 -0.018
2450588.70  20.403 +0.232 -0.191 19.177 +0.063 -0.059 18.870 +0.034 -0.033 18.412 +0.049 -0.047 
2450610.00  21.603 +0.116 -0.105 20.380 +0.051 -0.049 19.961 +0.040 -0.038 19.423 +0.081 -0.075
2450570.64                                                                                      18.799 +0.024 -0.024 18.211 +0.036 -0.035
2450574.64                                                                                      18.911 +0.025 -0.025 18.315 +0.032 -0.031
2450576.66                                                                                      18.998 +0.017 -0.016 18.315 +0.023 -0.023
2450597.70                                                                                      19.974 +0.079 -0.074 19.055 +0.055 -0.052
2450603.62                                                                                      20.327 +0.120 -0.108 19.200 +0.048 -0.046
2450636.53                                                                                      22.557 +0.679 -0.414 20.397 +0.153 -0.134
