2450609.55                                                                                      19.925 +0.115 -0.104 19.709 +0.095 -0.087
2450636.50                                                                                      20.267 +0.074 -0.069 19.556 +0.065 -0.061
2450639.48                                                                                      20.049 +0.071 -0.067 19.311 +0.073 -0.068
2450648.48                                                                                      20.418 +0.158 -0.138 19.633 +0.074 -0.069
2450650.44                                                                                      20.482 +0.082 -0.076 19.554 +0.066 -0.063
2450669.97  21.383 +0.247 -0.201 20.186 +0.071 -0.066                      19.421 +0.098 -0.090
2450699.88                       20.750 +0.141 -0.125                      19.764 +0.138 -0.123
