2450933.67                                                                             6.61     5.43                   
2450951.60                                                                            74.85     6.16   106.15    10.72 
2450954.77                                                                            69.09    12.79                   
2450959.46                                                                            64.40     5.67   119.76     8.09 
2450974.55                                                                            66.77    14.65   118.41    15.19 
2450981.53                                                                            54.60     6.02   121.95     8.14 
2451005.49                                                                            46.44     6.62   115.15     7.83 
