2450810.62                                                                           168.70    24.60   269.58    78.02 
2450813.65                                                                           272.99     7.90   435.25     8.67 
2450825.55                                                                           408.15    11.30   527.19    21.41 
2450834.64                                                                           258.33     4.88   382.75     7.63 
2450845.04    44.46     1.75   147.23     2.40   236.56     4.67   265.83     8.90 
2450862.59                                                                            63.51     5.34   132.19    10.17 
2450864.04    24.20     0.76    67.29     2.30   106.77     3.97   152.65     9.04 
2450870.58                                                                            37.46     4.35    86.21     8.81 
