2451188.62                                                                             5.18     4.49                   
2451242.60                                                                           590.85    10.78   668.18     4.77 
2451246.58                                                                           642.45     6.57   714.11    10.33 
2451247.63   530.69     2.46   587.79     3.96   696.90     4.96   430.82     6.64 
2451267.54    77.98     5.66   216.12     6.93   360.57     8.19   322.80     6.93 
2451274.58    48.23     2.66   147.92     4.57   281.43     6.99   328.60    10.09 
2451275.58    56.43    10.32   145.13     9.06   249.92     9.21    73.29    15.66 
2451277.53    35.39     1.03   121.07     2.57   235.46     1.50   252.87     5.20 
2451287.56    26.87     3.44    79.22     2.43   143.05     3.73   150.55    10.10 
2451296.42    22.39     1.50    63.53     2.62   109.90     2.04   100.47     4.83 
2451304.48    22.19     1.55    56.40     1.47    94.87     1.86    69.50     2.45 
