2450543.78                                                                           468.59     4.76   675.96    11.05 
2450570.64                                                                           302.32     6.62   519.36    17.02 
2450574.64                                                                           272.61     6.28   471.99    13.62 
2450576.66                                                                           251.71     3.85   472.26     9.94 
2450588.70    68.98    13.27   213.35    12.01   283.10     8.72   431.79    19.09 
2450597.70                                                                           102.40     7.21   238.85    11.78 
2450603.62                                                                            74.02     7.76   208.89     9.11 
2450610.00    22.85     2.32    70.49     3.25   103.67     3.71   170.14    12.22 
2450636.53                                                                             9.49     4.41    69.41     9.15 
