03D1ar g 52880.58  1.3035E+01 5.4246E+00
03D1ar i 52881.50  1.6157E+01 1.8629E+01
03D1ar r 52881.54  7.0282E+00 9.9105E+00
03D1ar z 52881.56  2.2086E+01 7.1951E+01
03D1ar i 52886.60  1.8944E+02 1.9855E+01
03D1ar g 52900.50  1.4280E+02 1.4970E+01
03D1ar i 52900.53  6.5402E+02 2.3202E+01
03D1ar r 52900.56  4.5705E+02 1.6919E+01
03D1ar z 52900.59  5.7204E+02 8.9594E+01
03D1ar i 52904.53  6.9411E+02 1.7710E+01
03D1ar r 52904.57  3.9937E+02 1.2907E+01
03D1ar g 52904.60  1.1473E+02 7.5546E+00
03D1ar g 52908.53  8.4923E+01 7.5163E+00
03D1ar r 52908.56  3.8457E+02 1.2797E+01
03D1ar i 52908.60  6.0466E+02 2.0464E+01
03D1ar z 52909.61  6.6974E+02 8.0965E+01
03D1ar i 52912.49  5.7083E+02 1.9573E+01
03D1ar r 52914.57  2.0934E+02 2.1674E+01
03D1ar i 52915.62  5.0601E+02 2.5140E+01
03D1ar r 52916.46  2.7066E+02 1.2909E+01
03D1ar i 52929.44  2.7509E+02 3.1206E+01
03D1ar r 52929.52 -3.3512E+00 4.3917E+01
03D1ar r 52930.37  5.5102E+01 1.8927E+01
03D1ar g 52930.39  3.3388E+00 7.3751E+00
03D1ar z 52930.41  1.6818E+02 8.0657E+01
03D1ar i 52933.47  2.6474E+02 1.6379E+01
03D1ar r 52933.50  1.2494E+01 2.4445E+01
03D1ar r 52934.50  5.0732E+01 1.1354E+01
03D1ar g 52934.53  1.4204E+01 4.9612E+00
03D1ar i 52937.48  1.9061E+02 1.5777E+01
03D1ar g 52937.55  2.0015E+01 9.6428E+00
03D1ar r 52937.57  4.0898E+01 1.7332E+01
03D1ar z 52938.51  4.6425E+02 8.5425E+01
03D1ar i 52942.47  1.5480E+02 2.4457E+01
03D1ar i 52944.35  1.6278E+02 1.9801E+01
03D1ar g 52944.39  4.8812E-01 1.1951E+01
03D1ar r 52944.43  3.0123E+01 1.5301E+01
03D1ar z 52944.46  1.4027E+02 6.7891E+01
03D1ar i 52961.38  5.4918E+01 2.6364E+01
03D1ar g 52961.45 -2.5529E+01 1.1388E+01
03D1ar r 52961.48 -5.7451E+00 2.0565E+01
03D1ar z 52962.31  1.1974E+02 6.7697E+01
03D1ar i 52964.32  1.0497E+02 2.1894E+01
03D1ar g 52964.37 -7.3188E+00 9.5779E+00
03D1ar r 52964.40  4.1403E+01 1.9608E+01
03D1ar z 52964.44  4.2849E+01 1.5458E+02
03D1ar r 52968.37 -1.9702E+01 2.0609E+01
03D1ar i 52972.27  1.3251E+02 3.5020E+01
03D1ar i 52990.26  6.9732E+01 2.2881E+01
03D1ar r 52990.34 -9.9221E+00 1.7431E+01
03D1ar i 52992.24  3.4352E+01 2.2473E+01
03D1ar r 52992.29  8.9566E+00 1.4314E+01
03D1ar g 52992.33 -2.8900E+01 8.8453E+00
03D1ar i 52995.35  2.9395E+01 2.0336E+01
03D1ar r 52995.39  3.0103E+01 1.3623E+01
03D1ar i 52999.24  8.1799E+00 2.0852E+01
03D1ar r 52999.28 -3.3806E+00 1.2445E+01
03D1ar g 52999.32 -6.6262E+00 7.9923E+00
03D1ar z 52999.36 -1.1701E+02 1.1690E+02
03D1ar z 53000.24  4.4446E+01 5.6922E+01
03D1ar i 53018.26  4.3875E+01 1.8682E+01
03D1ar r 53018.32  1.3372E+01 1.6649E+01
03D1ar i 53022.28  1.6478E+01 2.6313E+01
03D1ar r 53022.32  3.8909E+01 3.7009E+01
03D1ar r 53023.23  1.2695E+01 1.1060E+01
03D1ar i 53026.27  5.1069E+01 2.0277E+01
03D1ar r 53026.34  6.5816E+00 1.1665E+01
03D1au g 52880.58 -3.6434E+00 7.7166E+00
03D1au i 52881.50  3.1111E+01 1.7721E+01
03D1au r 52881.54  3.1137E+01 9.7281E+00
03D1au z 52881.56  1.1835E+01 7.3924E+01
03D1au i 52886.60  1.8650E+02 2.1056E+01
03D1au g 52900.49  3.3342E+02 1.9279E+01
03D1au i 52900.53  1.0480E+03 2.0696E+01
03D1au r 52900.56  9.2084E+02 1.7747E+01
03D1au z 52900.59  1.1314E+03 1.0307E+02
03D1au i 52904.53  1.1661E+03 1.9194E+01
03D1au r 52904.57  1.0702E+03 1.6038E+01
03D1au g 52904.60  3.7121E+02 1.1026E+01
03D1au g 52908.53  3.6445E+02 1.0382E+01
03D1au r 52908.56  1.0798E+03 1.3854E+01
03D1au i 52908.60  1.2429E+03 2.5821E+01
03D1au z 52909.61  1.5104E+03 9.8604E+01
03D1au i 52912.49  1.1759E+03 1.8015E+01
03D1au r 52914.57  1.0038E+03 2.3247E+01
03D1au i 52915.62  1.1808E+03 2.8385E+01
03D1au r 52916.46  9.4818E+02 1.3871E+01
03D1au i 52929.44  7.3465E+02 3.0465E+01
03D1au r 52929.52  5.6264E+02 4.8926E+01
03D1au r 52930.37  4.8363E+02 2.0317E+01
03D1au g 52930.39  9.1838E+01 9.4167E+00
03D1au z 52930.41  8.7637E+02 1.0648E+02
03D1au i 52933.47  6.9490E+02 1.6173E+01
03D1au r 52933.50  3.3947E+02 2.5738E+01
03D1au r 52934.50  3.4235E+02 1.3007E+01
03D1au g 52934.53  6.6666E+01 8.5105E+00
03D1au i 52937.48  6.0027E+02 1.7783E+01
03D1au g 52937.55  6.0213E+01 1.4456E+01
03D1au r 52937.57  2.6554E+02 2.1949E+01
03D1au z 52938.51  6.9299E+02 1.1559E+02
03D1au i 52942.47  4.8560E+02 2.2480E+01
03D1au i 52944.35  4.8806E+02 1.9024E+01
03D1au g 52944.39  2.8583E+01 1.6418E+01
03D1au r 52944.43  1.7226E+02 1.6261E+01
03D1au z 52944.46  6.5292E+02 8.6313E+01
03D1au i 52961.39  2.5614E+02 2.4395E+01
03D1au g 52961.45  3.1146E+01 1.5477E+01
03D1au r 52961.48  6.6684E+01 2.0501E+01
03D1au z 52962.31  4.3669E+02 7.0268E+01
03D1au i 52964.32  2.4536E+02 1.9712E+01
03D1au g 52964.37  1.5701E+01 1.0219E+01
03D1au r 52964.40  7.6426E+01 1.9704E+01
03D1au z 52964.44  5.6829E-01 1.7358E+02
03D1au r 52968.36  9.3431E+01 2.4117E+01
03D1au i 52972.27  1.8087E+02 3.1099E+01
03D1au i 52990.26  1.3220E+02 2.0675E+01
03D1au r 52990.34  4.1632E+01 1.9434E+01
03D1au i 52992.24  7.7787E+01 2.1400E+01
03D1au r 52992.29  5.2814E+01 1.5252E+01
03D1au g 52992.33  1.7410E+01 1.2161E+01
03D1au i 52995.35  7.9585E+01 2.2280E+01
03D1au r 52995.39  4.3095E+01 1.3710E+01
03D1au i 52999.24  9.1984E+01 2.1263E+01
03D1au r 52999.28  2.7709E+01 1.3711E+01
03D1au g 52999.32  5.0629E-01 1.0804E+01
03D1au z 52999.36  5.3432E+01 1.3783E+02
03D1au z 53000.24  1.4109E+02 6.9872E+01
03D1au i 53018.26  8.7066E+01 1.8878E+01
03D1au r 53018.32  4.8499E+01 1.6703E+01
03D1au i 53022.28  1.1793E+02 2.4032E+01
03D1au r 53022.32  1.7348E+01 4.2456E+01
03D1au r 53023.23  4.0113E+01 1.1026E+01
03D1au i 53026.27  7.0194E+01 2.2144E+01
03D1au r 53026.34  3.5612E+01 1.2877E+01
03D1au r 53207.60  7.7260E-01 1.4697E+01
03D1au i 53210.60 -4.7982E+00 1.8865E+01
03D1aw g 52880.58  8.4276E+00 6.6063E+00
03D1aw i 52881.50  1.4843E+02 1.8431E+01
03D1aw r 52881.54  1.0358E+02 1.1934E+01
03D1aw z 52881.56  2.0460E+02 6.2950E+01
03D1aw i 52886.60  4.5132E+02 2.1042E+01
03D1aw g 52900.50  1.7148E+02 1.5488E+01
03D1aw i 52900.53  8.7327E+02 2.1435E+01
03D1aw r 52900.56  6.4125E+02 2.0292E+01
03D1aw z 52900.59  8.3791E+02 8.4777E+01
03D1aw i 52904.53  8.0397E+02 1.6485E+01
03D1aw r 52904.57  5.7936E+02 1.6058E+01
03D1aw g 52904.60  1.4816E+02 9.5053E+00
03D1aw g 52908.53  1.1668E+02 9.3898E+00
03D1aw r 52908.56  5.6795E+02 1.4897E+01
03D1aw i 52908.60  7.6580E+02 2.0422E+01
03D1aw z 52909.61  7.7066E+02 7.6699E+01
03D1aw i 52912.49  7.1016E+02 2.0112E+01
03D1aw r 52914.58  4.4563E+02 2.4435E+01
03D1aw i 52915.62  6.3486E+02 2.7746E+01
03D1aw r 52916.46  4.0360E+02 1.4357E+01
03D1aw z 52930.42  9.5681E+02 3.4297E+02
03D1aw r 52934.51  1.2955E+02 3.3105E+01
03D1aw g 52934.53  6.3916E+00 1.9535E+01
03D1aw i 52937.51  2.3695E+02 4.8312E+01
03D1aw g 52937.56 -5.6220E+00 2.9290E+01
03D1aw r 52937.58  2.3256E+01 5.3176E+01
03D1aw z 52938.52  8.4902E+02 2.1691E+02
03D1aw i 52942.49  2.5076E+02 7.6603E+01
03D1aw r 52944.44  1.0315E+02 4.1385E+01
03D1aw z 52944.47  1.3279E+02 1.3744E+02
03D1aw i 52961.38  1.0978E+02 2.4161E+01
03D1aw g 52961.45  9.8115E+00 1.2911E+01
03D1aw r 52961.48  8.2239E+01 2.1574E+01
03D1aw z 52962.31  2.0361E+02 5.5918E+01
03D1aw i 52964.32  1.1676E+02 2.0970E+01
03D1aw g 52964.37 -1.6833E+01 9.5273E+00
03D1aw r 52964.40  3.9067E+01 2.2655E+01
03D1aw z 52964.44  1.5872E+02 1.5243E+02
03D1aw r 52968.37  5.7440E+01 2.0668E+01
03D1aw i 52972.27 -3.3068E-01 3.1630E+01
03D1aw i 52990.26  8.0967E+01 1.9589E+01
03D1aw r 52990.34  3.1159E+01 1.9659E+01
03D1aw i 52992.24  6.0803E+01 2.1765E+01
03D1aw r 52992.29  4.8204E+00 1.6112E+01
03D1aw g 52992.33  7.1406E+00 1.0435E+01
03D1aw i 52995.35  5.0341E+01 2.3002E+01
03D1aw r 52995.39  2.8962E+01 1.5267E+01
03D1aw i 52999.24  3.3440E+01 2.0196E+01
03D1aw r 52999.28  3.0889E+01 1.4733E+01
03D1aw g 52999.32  2.4951E+00 9.2330E+00
03D1aw z 52999.36  2.3134E+02 1.1379E+02
03D1aw z 53000.24  8.9783E+01 5.7875E+01
03D1aw i 53018.26  5.3384E+01 1.9131E+01
03D1aw r 53018.32  2.2034E+00 1.7541E+01
03D1aw i 53022.28  3.4040E+01 2.3335E+01
03D1aw r 53022.32  2.3939E+01 4.2653E+01
