 2 19.526 0.009 18.494 0.008 17.881 0.005 17.363 0.013 
 3 17.275 0.011 16.645 0.004 16.282 0.005 15.957 0.009 
 4 17.276 0.011 16.693 0.003 16.335 0.003 15.990 0.002 
 5 19.361 0.008 17.886 0.006 16.898 0.004 15.815 0.007 
 7 18.316 0.004 17.458 0.008 16.971 0.007 16.546 0.006 
 8 17.621 0.008 16.699 0.004 16.161 0.004 15.687 0.004 
 9 16.156 0.002 15.573 0.005 15.222 0.003 14.879 0.006 
10 18.249 0.013 16.887 0.003 16.034 0.004 15.264 0.005 
11 19.314 0.006 18.584 0.012 18.129 0.009 17.700 0.021 
15 18.400 0.005 17.271 0.005 16.588 0.005 15.979 0.005 
16 19.801 0.011 18.641 0.009 17.911 0.007 17.266 0.008 
17 14.858 0.002 14.214 0.003 13.846 0.004 13.489 0.004 
18 19.356 0.016 18.457 0.012 17.921 0.012 17.423 0.011 
