 2 17.234 0.007 16.645 0.004 16.272 0.004 15.923 0.006 
 3 17.481 0.007 17.074 0.004 16.766 0.004 16.462 0.006 
 4 17.180 0.008 16.438 0.005 16.018 0.010 15.630 0.008 
 5 15.886 0.016 15.290 0.006 14.938 0.010 14.591 0.004 
 6 18.760 0.012 17.988 0.008 17.553 0.008 17.096 0.017 
 7 18.906 0.016 17.378 0.009 16.290 0.009 14.970 0.007 
 8 18.335 0.017 17.380 0.004 16.803 0.014 16.333 0.005 
 9 17.836 0.017 17.219 0.003 16.862 0.004 16.507 0.006 
10 17.903 0.046 17.262 0.013 16.834 0.016 16.460 0.019 
11 19.989 0.026 18.780 0.033 17.965 0.008 17.303 0.012 
12 18.941 0.013 18.016 0.007 17.481 0.005 16.987 0.007 
13 19.003 0.010 18.378 0.009 18.002 0.009 17.609 0.017 
