 1 16.587 0.007 15.907 0.007 15.518 0.004 15.158 0.002 
 2 19.857 0.023 18.952 0.012 18.399 0.009 17.911 0.015 
 3 18.571 0.020 18.053 0.010 17.727 0.008 17.362 0.012 
 4 18.557 0.013 18.021 0.006 17.666 0.008 17.296 0.009 
 5 18.712 0.031 18.020 0.016 17.617 0.006 17.220 0.009 
 6 20.233 0.029 18.919 0.011 18.073 0.012 17.267 0.009 
 7 16.624 0.003 15.973 0.005 15.592 0.002 15.233 0.004 
 8 18.538 0.017 17.745 0.008 17.262 0.006 16.781 0.005 
 9 17.900 0.011 17.354 0.005 16.998 0.005 16.636 0.007 
10 18.654 0.020 17.205 0.004 16.265 0.003 15.250 0.007 
11 16.181 0.004 15.164 0.001 14.572 0.002 14.065 0.003 
12 18.181 0.013 17.449 0.005 16.983 0.009 16.520 0.007 
13 18.340 0.009 17.636 0.010 17.231 0.006 16.827 0.008 
14 18.918 0.012 17.447 0.004 16.497 0.003 15.476 0.006 
15 17.459 0.013 16.689 0.004 16.264 0.004 15.857 0.004 
17 17.671 0.009 16.960 0.004 16.542 0.003 16.132 0.008 
18 17.770 0.009 17.174 0.006 16.794 0.006 16.412 0.008 
19 16.449 0.006 15.970 0.008 15.643 0.003 15.295 0.002 
