 1 18.531 0.006 17.956 0.005 17.602 0.006 17.221 0.005 
 2 16.020 0.005 15.203 0.002 14.749 0.002 14.326 0.001 
 3 17.906 0.006 17.080 0.003 16.610 0.003 16.155 0.004 
 4 18.263 0.006 17.527 0.005 17.082 0.004 16.655 0.006 
 5 16.685 0.004 16.057 0.002 15.674 0.002 15.295 0.003 
 6 17.505 0.003 16.839 0.003 16.431 0.003 16.024 0.003 
 7 20.409 0.028 18.856 0.010 17.849 0.006 16.804 0.005 
 9 17.561 0.004 16.835 0.003 16.413 0.003 16.002 0.004 
10 19.895 0.013 18.564 0.009 17.740 0.005 16.997 0.006 
11 17.374 0.004 16.695 0.003 16.291 0.004 15.882 0.004 
12 18.424 0.014 17.015 0.007 16.137 0.003 15.344 0.004 
14 18.200 0.006 17.392 0.004 16.908 0.005 16.466 0.007 
15 17.576 0.009 16.810 0.002 16.336 0.003 15.860 0.003 
16 18.384 0.009 17.029 0.003 16.184 0.005 15.450 0.005 
17 16.141 0.007 15.648 0.002 15.313 0.005 14.964 0.010 
18 16.683 0.005 15.748 0.003 15.182 0.003 14.643 0.002 
19 19.033 0.012 17.744 0.008 16.919 0.006 16.143 0.005 
20 20.106 0.017 19.089 0.012 18.451 0.010 17.914 0.013 
21 20.928 0.030 19.237 0.010 18.129 0.012 16.833 0.007 
