 1 17.411 0.008 16.662 0.007 16.226 0.010 15.822 0.008 
 2 17.880 0.012 17.302 0.006 16.944 0.005 16.591 0.008 
 3 15.451 0.003 14.846 0.005 14.482 0.002 14.128 0.005 
 4 15.284 0.002 14.802 0.006 14.491 0.002 14.182 0.008 
 5 17.740 0.009 16.768 0.006 16.214 0.005 15.731 0.007 
 6 17.570 0.006 16.610 0.007 16.070 0.003 15.542 0.008 
 7 19.204 0.008 18.450 0.011 18.012 0.012 17.621 0.014 
 8 19.609 0.014 19.148 0.012 18.838 0.015 18.540 0.017 
 9 20.829 0.017 19.342 0.015 18.325 0.008 17.210 0.010 
10 18.461 0.009 17.822 0.006 17.432 0.005 17.065 0.009 
11 19.017 0.009 18.585 0.014 18.263 0.010 17.970 0.016 
12 17.046 0.003 16.363 0.007 15.962 0.003 15.572 0.004 
13 17.299 0.009 16.255 0.005 15.630 0.003 15.090 0.004 
14 17.316 0.004 15.774 0.012 14.749 0.005 13.565 0.005 
15 20.430 0.018 19.085 0.009 18.264 0.012 17.542 0.018 
16 18.131 0.011 17.274 0.013 16.788 0.005 16.354 0.004 
18 17.530 0.005 16.335 0.026 15.608 0.011 14.990 0.003 
