 1 17.449 0.006 16.816 0.003 16.433 0.004 16.075 0.007 
 2 17.898 0.011 17.229 0.004 16.815 0.007 16.436 0.009 
 3 16.811 0.013 16.260 0.003 15.906 0.002 15.561 0.005 
 4 18.186 0.011 17.287 0.005 16.733 0.003 16.234 0.005 
 6 20.874 0.050 19.361 0.010 18.414 0.007 17.466 0.006 
 8 18.920 0.018 18.111 0.004 17.625 0.004 17.186 0.006 
 9 19.329 0.033 17.830 0.007 16.797 0.009 15.607 0.005 
10 20.090 0.018 19.310 0.016 18.828 0.013 18.324 0.029 
11 18.051 0.006 17.618 0.005 17.305 0.006 17.007 0.011 
12 17.291 0.012 16.757 0.003 16.410 0.003 16.079 0.005 
14 19.617 0.025 18.603 0.011 17.938 0.008 17.345 0.026 
15 20.872 0.042 19.380 0.011 18.218 0.011 16.752 0.011 
16 17.613 0.011 17.028 0.004 16.664 0.005 16.304 0.008 
17 19.054 0.021 18.110 0.006 17.525 0.006 17.029 0.006 
18 18.206 0.015 17.583 0.003 17.194 0.008 16.836 0.008 
