 1 18.765 0.006 17.686 0.007 17.008 0.004 16.387 0.007 
 2 17.375 0.005 16.387 0.005 15.817 0.004 15.337 0.005 
 3 19.010 0.007 18.172 0.006 17.668 0.012 17.206 0.006 
 4 17.819 0.006 17.091 0.008 16.647 0.003 16.226 0.005 
 5 15.862 0.003 15.018 0.003 14.533 0.002 14.077 0.002 
 6 19.304 0.018 18.408 0.012 17.864 0.004 17.411 0.007 
 7 19.846 0.011 18.325 0.009 17.331 0.004 16.228 0.003 
 8 19.318 0.009 18.799 0.009 18.443 0.008 18.065 0.012 
 9 17.619 0.013 16.524 0.002 15.893 0.003 15.374 0.008 
10 18.173 0.007 17.666 0.007 17.307 0.004 16.932 0.006 
11 15.424 0.003 14.745 0.003 14.362 0.004 14.017 0.004 
14 18.666 0.011 17.556 0.009 16.883 0.006 16.311 0.011 
15 19.665 0.011 19.022 0.010 18.615 0.007 18.222 0.010 
16 18.846 0.016 18.155 0.010 17.769 0.011 17.386 0.013 
