 1 17.247 0.013 16.485 0.003 16.015 0.014 15.568 0.005 
 2 18.373 0.008 17.914 0.009 17.591 0.011 17.247 0.015 
 3 18.176 0.015 16.794 0.005 15.929 0.013 15.106 0.009 
 4 17.705 0.009 17.227 0.007 16.904 0.005 16.583 0.015 
 5 20.077 0.025 18.567 0.024 17.556 0.008 16.417 0.009 
 6 19.385 0.012 17.998 0.009 17.077 0.007 16.123 0.006 
 7 20.701 0.046 19.203 0.022 18.224 0.039 17.224 0.014 
 8 20.422 0.030 19.369 0.021 18.724 0.021 18.113 0.018 
 9 16.804 0.012 16.137 0.009 15.739 0.003 15.360 0.015 
10 17.411 0.004 16.871 0.005 16.509 0.004 16.147 0.007 
11 18.675 0.009 17.564 0.017 16.873 0.010 16.322 0.007 
12 20.957 0.048 19.449 0.054 18.317 0.012 17.044 0.009 
