 1 18.218 0.007 17.576 0.006 17.172 0.004 16.775 0.006 
 2 15.850 0.002 15.274 0.002 14.925 0.002 14.560 0.006 
 3 17.017 0.004 16.424 0.004 16.072 0.004 15.724 0.004 
 4 18.763 0.014 17.204 0.013 16.044 0.007 14.542 0.004 
 5 17.118 0.004 16.514 0.005 16.156 0.004 15.788 0.006 
 6 18.966 0.008 17.621 0.007 16.813 0.005 16.120 0.004 
 7 18.701 0.007 17.540 0.008 16.858 0.006 16.268 0.005 
 8 17.742 0.009 16.523 0.005 15.804 0.004 15.172 0.003 
 9 16.070 0.003 15.386 0.003 14.993 0.002 14.624 0.003 
10 19.276 0.016 17.624 0.011 16.366 0.004 14.750 0.003 
11 17.367 0.005 16.850 0.005 16.500 0.005 16.152 0.005 
12 18.994 0.007 17.411 0.008 16.479 0.004 15.577 0.004 
13 18.122 0.008 17.421 0.006 17.028 0.006 16.608 0.005 
15 18.213 0.005 17.621 0.008 17.242 0.007 16.857 0.008 
16 17.567 0.006 16.766 0.005 16.307 0.006 15.891 0.007 
17 17.521 0.004 16.815 0.007 16.397 0.004 16.013 0.004 
18 15.665 0.002 14.618 0.002 14.015 0.002 13.488 0.002 
19 17.843 0.006 17.154 0.007 16.762 0.005 16.383 0.006 
20 17.950 0.023 17.202 0.007 16.773 0.005 16.389 0.007 
21 15.261 0.003 14.639 0.003 14.258 0.002 13.882 0.005 
22 15.975 0.003 15.203 0.004 14.789 0.003 14.417 0.003 
23 17.217 0.005 16.142 0.004 15.520 0.007 14.977 0.003 
