 1 17.529 0.004 17.006 0.009 16.661 0.005 16.303 0.009 
 2 18.895 0.015 18.163 0.007 17.729 0.009 17.311 0.009 
 3 17.899 0.004 16.441 0.004 15.539 0.003 14.644 0.005 
 4 18.252 0.005 17.082 0.006 16.425 0.003 15.868 0.008 
 5 17.986 0.006 16.689 0.005 15.917 0.003 15.227 0.005 
 6 16.976 0.004 16.254 0.003 15.845 0.003 15.455 0.003 
 7 17.537 0.005 16.959 0.008 16.597 0.005 16.232 0.006 
 8 18.339 0.008 17.287 0.009 16.674 0.004 16.153 0.006 
 9 19.462 0.013 18.799 0.034 18.393 0.011 18.017 0.017 
10 16.204 0.003 15.525 0.004 15.112 0.003 14.713 0.006 
11 18.143 0.006 17.517 0.005 17.136 0.005 16.763 0.008 
12 19.493 0.013 18.189 0.009 17.345 0.005 16.505 0.005 
13 15.268 0.002 14.739 0.002 14.407 0.002 14.077 0.002 
14 17.224 0.003 15.923 0.003 15.151 0.002 14.497 0.005 
15 19.274 0.011 18.483 0.017 18.049 0.012 17.623 0.014 
16 18.872 0.007 18.288 0.011 17.931 0.008 17.569 0.010 
17 17.602 0.005 16.472 0.005 15.810 0.004 15.241 0.007 
18 18.591 0.006 17.691 0.007 17.160 0.004 16.674 0.006 
19 18.998 0.010 18.259 0.008 17.834 0.006 17.416 0.009 
20 19.022 0.013 18.521 0.008 18.185 0.011 17.836 0.015 
