 2 15.659 0.008 15.079 0.005 14.726 0.002 14.380 0.002 
 3 16.834 0.004 16.260 0.011 15.896 0.003 15.530 0.004 
 4 14.993 0.006 14.436 0.009 14.094 0.006 13.758 0.006 
 6 20.388 0.032 18.966 0.022 18.037 0.011 17.038 0.027 
 7 16.442 0.010 15.734 0.009 15.311 0.008 14.905 0.004 
 8 17.616 0.007 16.488 0.008 15.801 0.003 15.215 0.004 
 9 20.369 0.042 18.813 0.016 17.792 0.010 16.570 0.007 
10 18.038 0.019 16.800 0.017 15.999 0.003 15.290 0.010 
11 18.718 0.012 18.328 0.046 18.048 0.011 17.776 0.016 
13 18.298 0.010 17.009 0.005 16.194 0.012 15.461 0.004 
14 20.067 0.038 19.032 0.020 18.403 0.051 17.801 0.016 
