 1 18.065 0.005 16.621 0.006 15.701 0.003 14.799 0.003 
 2 19.531 0.011 18.183 0.008 17.347 0.009 16.607 0.005 
 3 19.054 0.010 18.300 0.007 17.837 0.006 17.431 0.012 
 4 17.142 0.004 16.400 0.003 15.972 0.003 15.574 0.004 
 5 16.737 0.006 15.974 0.004 15.538 0.003 15.131 0.007 
 6 17.742 0.005 17.101 0.004 16.721 0.004 16.352 0.005 
 7 18.647 0.009 18.009 0.008 17.615 0.005 17.217 0.010 
 8 17.049 0.005 16.226 0.005 15.746 0.004 15.274 0.005 
 9 17.231 0.005 16.367 0.003 15.870 0.003 15.421 0.003 
10 16.449 0.004 15.325 0.002 14.729 0.003 14.185 0.005 
11 15.527 0.006 14.853 0.002 14.426 0.004 13.992 0.003 
12 16.286 0.005 15.543 0.006 15.120 0.003 14.721 0.004 
13 18.294 0.006 17.515 0.005 17.074 0.004 16.635 0.005 
14 20.433 0.038 18.983 0.016 18.065 0.013 17.182 0.009 
15 18.512 0.005 17.773 0.007 17.339 0.004 16.927 0.006 
17 17.241 0.005 16.579 0.014 16.185 0.003 15.791 0.005 
18 17.948 0.009 17.350 0.005 17.002 0.005 16.640 0.006 
19 15.217 0.002 14.382 0.004 13.902 0.003 13.454 0.004 
