 1 17.387 0.009 16.811 0.006 16.452 0.006 16.099 0.004 
 2 20.114 0.024 18.725 0.010 17.833 0.006 16.975 0.006 
 3 20.202 0.018 18.757 0.022 17.879 0.007 17.070 0.011 
 4 19.886 0.014 19.131 0.009 18.675 0.021 18.234 0.031 
 5 17.051 0.004 16.320 0.003 15.895 0.003 15.492 0.006 
 6 19.446 0.017 17.874 0.015 16.789 0.006 15.480 0.007 
 7 19.482 0.010 18.067 0.011 17.160 0.009 16.300 0.004 
 8 16.521 0.004 15.676 0.007 15.203 0.002 14.768 0.009 
 9 15.260 0.005 14.522 0.006 14.107 0.009 13.710 0.005 
11 17.823 0.007 17.255 0.004 16.904 0.009 16.565 0.006 
12 14.998 0.006 14.450 0.004 14.124 0.007 13.819 0.004 
13 15.782 0.006 15.032 0.006 14.608 0.006 14.232 0.003 
14 19.128 0.007 18.393 0.008 17.961 0.008 17.560 0.009 
15 18.918 0.009 17.434 0.022 16.496 0.008 15.520 0.004 
16 19.475 0.014 18.689 0.011 18.239 0.010 17.791 0.029 
