 1 18.066 0.008 16.636 0.005 15.712 0.004 14.825 0.004 
 2 17.285 0.014 16.674 0.005 16.310 0.015 15.967 0.006 
 3 19.618 0.019 18.175 0.011 17.231 0.013 16.288 0.008 
 4 15.997 0.009 15.088 0.003 14.552 0.002 14.085 0.003 
 5 16.051 0.010 15.176 0.003 14.677 0.002 14.234 0.003 
 6 17.799 0.011 17.302 0.006 16.965 0.006 16.633 0.009 
 7 18.619 0.009 17.962 0.009 17.559 0.011 17.189 0.013 
 8 18.684 0.030 18.055 0.025 17.686 0.009 17.299 0.027 
 9 19.883 0.025 18.382 0.037 17.431 0.008 16.440 0.009 
11 16.919 0.003 16.405 0.004 16.077 0.004 15.735 0.005 
12 16.761 0.004 16.163 0.004 15.786 0.004 15.421 0.005 
13 18.371 0.014 17.362 0.006 16.786 0.006 16.232 0.009 
14 21.055 0.048 19.487 0.020 18.386 0.018 17.105 0.013 
15 20.349 0.033 19.287 0.041 18.595 0.016 18.014 0.026 
16 19.067 0.013 17.749 0.009 16.929 0.006 16.235 0.008 
17 20.125 0.030 18.602 0.015 17.546 0.008 16.361 0.008 
18 19.698 0.023 19.218 0.024 18.867 0.021 18.540 0.026 
