 1 17.795 0.005 17.227 0.004 16.890 0.005 16.548 0.006 
 2 18.075 0.015 16.758 0.005 15.959 0.003 15.277 0.003 
 3 18.419 0.011 17.781 0.006 17.407 0.004 17.079 0.006 
 4 19.901 0.019 18.455 0.016 17.564 0.004 16.710 0.009 
 5 19.689 0.013 18.793 0.009 18.253 0.008 17.767 0.011 
 6 19.690 0.018 19.267 0.016 18.985 0.012 18.664 0.027 
 8 19.943 0.015 19.359 0.014 18.959 0.014 18.598 0.018 
 9 16.546 0.004 15.765 0.004 15.324 0.010 14.888 0.002 
10 19.783 0.027 18.244 0.013 17.258 0.007 16.224 0.005 
11 20.011 0.043 18.661 0.009 17.824 0.008 16.976 0.011 
12 19.205 0.016 17.575 0.009 16.334 0.006 14.777 0.007 
13 20.773 0.034 19.140 0.020 17.777 0.006 16.055 0.008 
14 14.788 0.003 13.958 0.003 13.486 0.004 13.046 0.002 
15 16.847 0.011 16.095 0.004 15.651 0.012 15.211 0.005 
