 1 16.869 0.015 16.302 0.005 15.957 0.006 15.630 0.010 
 2 16.315 0.007 15.543 0.006 15.120 0.002 14.743 0.003 
 3 16.885 0.010 16.279 0.003 15.914 0.003 15.555 0.003 
 4 16.937 0.009 16.196 0.004 15.763 0.006 15.353 0.004 
 5 17.643 0.021 17.045 0.011 16.679 0.009 16.313 0.008 
 6 19.268 0.012 18.475 0.009 17.986 0.011 17.520 0.009 
 7 18.696 0.014 17.640 0.006 16.988 0.003 16.415 0.007 
10 17.680 0.040 17.130 0.005 16.785 0.009 16.470 0.019 
11 18.247 0.023 17.287 0.003 16.725 0.005 16.208 0.004 
12 16.002 0.003 14.859 0.003 14.174 0.001 13.607 0.001 
13 17.728 0.009 16.954 0.008 16.499 0.004 16.061 0.004 
14 14.739 0.007 13.911 0.003 13.445 0.002 13.040 0.001 
