 1 16.412 0.010 15.760 0.003 15.350 0.003 14.955 0.012 
 2 18.078 0.007 17.071 0.005 16.471 0.004 15.958 0.007 
 3 16.426 0.006 15.465 0.003 14.896 0.002 14.407 0.003 
 4 16.039 0.003 15.322 0.006 14.904 0.002 14.526 0.005 
 5 16.380 0.028 15.929 0.017 15.637 0.004 15.351 0.004 
 6 17.017 0.026 15.696 0.003 14.862 0.006 14.133 0.007 
 9 14.344 0.011 13.665 0.009 13.240 0.002 12.794 0.003 
11 15.312 0.003 14.773 0.007 14.430 0.005 14.090 0.003 
13 20.148 0.036 18.916 0.038 18.106 0.012 17.364 0.014 
14 19.579 0.022 18.940 0.019 18.526 0.015 18.111 0.024 
