 1 17.416 0.007 16.721 0.005 16.322 0.013 15.927 0.008 
 2 17.711 0.008 16.926 0.011 16.474 0.012 16.060 0.006 
 3 19.347 0.014 18.036 0.013 17.241 0.008 16.570 0.007 
 4 18.422 0.025 17.993 0.013 17.672 0.007 17.342 0.009 
 5 20.845 0.037 19.267 0.018 18.125 0.010 16.709 0.012 
 6 19.342 0.014 17.481 0.016 15.950 0.004 14.059 0.002 
 7 18.187 0.004 17.098 0.013 16.440 0.013 15.861 0.004 
 8 18.468 0.007 18.080 0.021 17.800 0.008 17.502 0.011 
 9 18.996 0.011 17.482 0.014 16.437 0.007 15.176 0.004 
11 19.668 0.015 18.763 0.019 18.188 0.015 17.659 0.012 
12 19.306 0.014 17.839 0.007 16.931 0.013 15.954 0.007 
13 20.323 0.034 19.193 0.041 18.479 0.023 17.893 0.015 
15 17.210 0.008 16.635 0.012 16.269 0.008 15.919 0.006 
16 20.459 0.263 19.101 0.031 18.200 0.010 17.366 0.010 
17 16.101 0.008 15.550 0.012 15.202 0.012 14.845 0.009 
