 1 17.119 0.006 15.923 0.006 15.174 0.004 14.508 0.005 
 2 15.753 0.005 15.141 0.003 14.777 0.003 14.420 0.006 
 3 17.011 0.007 16.415 0.012 16.033 0.003 15.673 0.006 
 4 16.957 0.005 16.238 0.004 15.820 0.003 15.432 0.006 
 5 19.661 0.015 18.463 0.013 17.735 0.006 17.161 0.007 
 6 16.828 0.003 16.138 0.004 15.713 0.002 15.304 0.005 
 7 18.400 0.005 17.334 0.005 16.720 0.005 16.222 0.004 
 9 15.050 0.005 14.466 0.002 14.123 0.004 13.801 0.002 
10 19.366 0.008 17.915 0.009 16.978 0.007 16.017 0.004 
11 19.792 0.018 19.072 0.019 18.655 0.018 18.187 0.017 
12 19.028 0.008 18.534 0.013 18.195 0.009 17.864 0.015 
13 17.321 0.003 16.740 0.003 16.380 0.002 16.036 0.008 
14 19.105 0.007 18.323 0.007 17.832 0.007 17.354 0.012 
15 18.535 0.010 17.834 0.009 17.410 0.006 17.010 0.006 
16 17.076 0.018 15.964 0.003 15.304 0.003 14.742 0.003 
17 15.881 0.008 15.382 0.002 15.068 0.002 14.749 0.003 
