 1 17.937 0.006 17.333 0.010 16.981 0.006 16.650 0.006 
 2 18.672 0.006 17.961 0.007 17.567 0.005 17.187 0.007 
 3 19.235 0.010 17.996 0.007 17.236 0.006 16.555 0.005 
 4 16.619 0.003 15.813 0.003 15.369 0.002 14.984 0.005 
 5 18.254 0.005 17.556 0.006 17.137 0.004 16.728 0.006 
 6 16.452 0.002 15.970 0.003 15.640 0.003 15.292 0.006 
 7 17.266 0.007 16.559 0.004 16.167 0.003 15.789 0.005 
 8 17.853 0.004 17.048 0.004 16.563 0.005 16.088 0.008 
 9 17.592 0.005 16.913 0.003 16.529 0.003 16.159 0.004 
10 17.238 0.007 16.620 0.005 16.243 0.003 15.877 0.004 
11 15.536 0.002 14.858 0.001 14.466 0.001 14.099 0.002 
12 17.216 0.004 16.416 0.003 15.956 0.003 15.543 0.004 
13 18.151 0.004 17.347 0.006 16.878 0.004 16.455 0.005 
14 15.649 0.003 15.186 0.002 14.886 0.002 14.579 0.003 
15 20.825 0.039 19.340 0.019 18.474 0.012 17.616 0.013 
16 20.041 0.018 19.087 0.011 18.478 0.009 17.948 0.010 
17 18.491 0.005 17.883 0.006 17.511 0.005 17.141 0.007 
18 17.602 0.005 17.589 0.004 17.573 0.006 17.554 0.011 
19 19.355 0.010 18.765 0.008 18.366 0.014 17.966 0.010 
20 16.337 0.005 15.587 0.003 15.159 0.004 14.763 0.007 
21 18.451 0.021 17.750 0.009 17.319 0.006 16.880 0.011 
