 1 16.904 0.004 16.163 0.003 15.736 0.004 15.345 0.002 
 2 17.446 0.002 16.543 0.002 16.025 0.003 15.528 0.002 
 3 17.551 0.006 16.994 0.004 16.647 0.004 16.295 0.002 
 4 15.577 0.005 14.562 0.004 14.010 0.005 13.501 0.005 
 5 16.690 0.004 16.093 0.004 15.735 0.002 15.390 0.003 
 6 18.703 0.008 17.364 0.004 16.527 0.003 15.790 0.003 
 7 17.120 0.004 15.908 0.005 15.166 0.004 14.528 0.003 
 8 18.787 0.005 17.474 0.005 16.680 0.004 15.989 0.004 
 9 18.768 0.005 17.880 0.003 17.356 0.003 16.872 0.006 
10 17.551 0.005 17.016 0.002 16.681 0.002 16.338 0.005 
11 17.690 0.005 17.123 0.002 16.764 0.003 16.408 0.003 
12 17.664 0.004 17.018 0.002 16.634 0.004 16.252 0.005 
13 15.948 0.002 14.855 0.004 14.278 0.006 13.760 0.003 
14 16.745 0.003 16.241 0.004 15.922 0.003 15.598 0.003 
15 18.914 0.007 17.396 0.005 16.285 0.004 14.929 0.002 
16 16.958 0.005 16.390 0.001 16.029 0.002 15.658 0.004 
17 16.944 0.007 16.272 0.002 15.868 0.003 15.484 0.004 
18 16.842 0.004 16.215 0.001 15.839 0.002 15.474 0.005 
19 17.421 0.005 16.978 0.002 16.688 0.002 16.398 0.003 
20 19.352 0.006 18.566 0.004 18.110 0.008 17.680 0.006 
