 1 18.069 0.009 16.697 0.003 15.861 0.005 15.112 0.004 
 2 17.602 0.005 16.740 0.003 16.251 0.004 15.782 0.003 
 3 18.309 0.005 17.584 0.005 17.155 0.004 16.747 0.007 
 4 20.543 0.024 19.079 0.011 18.139 0.008 17.203 0.016 
 5 19.137 0.007 18.689 0.008 18.372 0.008 18.027 0.014 
 6 19.228 0.008 18.525 0.010 18.094 0.009 17.699 0.009 
 7 18.515 0.007 17.787 0.005 17.363 0.006 16.976 0.007 
 8 20.580 0.048 19.240 0.018 18.349 0.010 17.494 0.011 
 9 19.055 0.008 18.315 0.010 17.878 0.014 17.466 0.009 
10 16.621 0.003 15.967 0.003 15.579 0.002 15.211 0.003 
11 19.955 0.018 18.479 0.016 17.556 0.006 16.666 0.009 
12 18.502 0.009 17.830 0.010 17.433 0.009 17.039 0.006 
13 15.687 0.004 14.803 0.004 14.299 0.004 13.801 0.003 
14 19.008 0.009 17.858 0.011 17.181 0.010 16.612 0.009 
15 16.398 0.003 15.761 0.005 15.381 0.004 15.010 0.004 
16 19.290 0.013 18.530 0.013 18.095 0.012 17.658 0.009 
17 18.883 0.010 18.078 0.010 17.610 0.007 17.194 0.007 
18 19.873 0.013 19.138 0.013 18.705 0.009 18.267 0.013 
19 16.533 0.005 15.901 0.010 15.507 0.014 15.130 0.010 
20 16.855 0.005 16.249 0.006 15.849 0.006 15.418 0.006 
21 16.295 0.009 15.607 0.004 15.221 0.004 14.840 0.007 
